month,country,merchant_segment,device,payment_method,attempts,successes,attempted_volume_usd,refunds,disputes,platform_revenue_usd,successful_amount_usd,success_rate,refund_rate,dispute_rate
2026-02,GB,Enterprise,Desktop,Wallet,171,166,18146.53,4,0,339.27,17857.96,0.9707602339181286,0.024096385542168676,0.0
2026-02,GB,Enterprise,Mobile,BNPL,74,67,7467.73,0,0,128.07,6738.54,0.9054054054054054,0.0,0.0
2026-02,GB,Enterprise,Mobile,Bank debit,176,166,18532.48,2,0,330.11,17369.81,0.9431818181818182,0.012048192771084338,0.0
2026-02,GB,Enterprise,Mobile,Card,926,871,103252.84,9,4,1854.58,97608.51,0.9406047516198704,0.010332950631458095,0.004592422502870264
2026-02,GB,Enterprise,Mobile,Wallet,315,295,35717.68,7,0,639.03,33631.17,0.9365079365079365,0.023728813559322035,0.0
2026-02,GB,Mid-market,Desktop,BNPL,91,85,6274.93,3,0,107.05,5635.4800000000005,0.9340659340659341,0.03529411764705882,0.0
2026-02,GB,Mid-market,Desktop,Bank debit,169,162,12188.38,2,0,221.04,11634.58,0.9585798816568047,0.012345679012345678,0.0
2026-02,GB,Mid-market,Desktop,Card,1139,1067,82995.56,29,7,1478.36,77802.91,0.9367866549604916,0.02717900656044986,0.006560449859418931
2026-02,GB,Mid-market,Desktop,Wallet,322,310,22327.86,9,1,415.37,21861.48,0.9627329192546584,0.02903225806451613,0.0032258064516129032
2026-02,GB,Mid-market,Mobile,BNPL,182,166,11644.35,4,0,202.9,10678.53,0.9120879120879121,0.024096385542168676,0.0
2026-02,GB,Mid-market,Mobile,Bank debit,350,331,26074.74,6,2,460.49,24235.71,0.9457142857142857,0.01812688821752266,0.006042296072507553
2026-02,GB,Mid-market,Mobile,Card,1951,1807,142901.06,25,14,2523.47,132809.61,0.9261916965658636,0.01383508577753182,0.00774764803541782
2026-02,GB,Mid-market,Mobile,Wallet,637,602,47120.41,11,1,847.28,44589.76,0.945054945054945,0.018272425249169437,0.0016611295681063123
2026-02,GB,SMB,Desktop,BNPL,184,170,8595.8,7,0,152.8,8039.99,0.9239130434782609,0.041176470588235294,0.0
2026-02,GB,SMB,Desktop,Bank debit,378,337,18266.14,5,1,312.65,16453.46,0.8915343915343915,0.01483679525222552,0.002967359050445104
2026-02,GB,SMB,Desktop,Card,2030,1913,100829.48,31,12,1808.54,95182.86,0.9423645320197044,0.01620491374803973,0.006272869837950863
2026-02,GB,SMB,Desktop,Wallet,643,620,32980.09,7,3,595.4,31332.91,0.9642301710730948,0.01129032258064516,0.004838709677419355
2026-02,GB,SMB,Mobile,BNPL,335,312,16879.71,5,1,295.51,15557.37,0.9313432835820895,0.016025641025641024,0.003205128205128205
2026-02,GB,SMB,Mobile,Bank debit,602,564,29924.9,7,2,536.37,28231.31,0.9368770764119602,0.012411347517730497,0.0035460992907801418
2026-02,GB,SMB,Mobile,Card,3578,3348,175073.12,51,24,3078.88,162053.43,0.9357182783678032,0.015232974910394265,0.007168458781362007
2026-02,GB,SMB,Mobile,Wallet,1136,1076,52402.35,20,4,939.68,49457.57,0.9471830985915493,0.01858736059479554,0.0037174721189591076
2026-02,US,Enterprise,Desktop,BNPL,167,148,16609.26,5,0,285.07,15002.49,0.8862275449101796,0.033783783783783786,0.0
2026-02,US,Enterprise,Desktop,Bank debit,287,267,31426.51,4,1,545.06,28689.420000000002,0.9303135888501742,0.0149812734082397,0.003745318352059925
2026-02,US,Enterprise,Desktop,Card,1729,1631,193567.83,21,18,3486.83,183511.05,0.9433198380566802,0.012875536480686695,0.011036174126302882
2026-02,US,Enterprise,Desktop,Wallet,499,475,55424.14,8,1,997.86,52517.58,0.9519038076152304,0.016842105263157894,0.002105263157894737
2026-02,US,Enterprise,Mobile,BNPL,280,252,23892.63,4,1,396.7,20878.09,0.9,0.015873015873015872,0.003968253968253968
2026-02,US,Enterprise,Mobile,Bank debit,522,491,56856.37,11,0,1009.55,53137.8,0.9406130268199234,0.02240325865580448,0.0
2026-02,US,Enterprise,Mobile,Card,2957,2760,325793.04,40,17,5776.78,304049.42,0.933378424078458,0.014492753623188406,0.006159420289855073
2026-02,US,Enterprise,Mobile,Wallet,907,862,100790.11,12,3,1829.82,96302.89,0.9503858875413451,0.013921113689095127,0.0034802784222737818
2026-02,US,Mid-market,Desktop,BNPL,357,325,27820.26,6,2,493.55,25974.579999999998,0.9103641456582633,0.018461538461538463,0.006153846153846154
2026-02,US,Mid-market,Desktop,Bank debit,588,550,40029.94,4,1,712.95,37522.6,0.935374149659864,0.007272727272727273,0.0018181818181818182
2026-02,US,Mid-market,Desktop,Card,3627,3434,259093.02,67,26,4637.41,244055.4,0.9467879790460436,0.019510774606872453,0.007571345369831101
2026-02,US,Mid-market,Desktop,Wallet,1171,1109,86069.56,19,4,1551.54,81658.93000000001,0.9470538001707942,0.017132551848512173,0.0036068530207394047
2026-02,US,Mid-market,Mobile,BNPL,580,534,39014.18,14,1,683.52,35969.17,0.9206896551724137,0.026217228464419477,0.0018726591760299626
2026-02,US,Mid-market,Mobile,Bank debit,1156,1071,82778.93,24,3,1474.43,77603.05,0.9264705882352942,0.022408963585434174,0.0028011204481792717
2026-02,US,Mid-market,Mobile,Card,6283,5905,454328.47,86,43,8082.31,425389.42,0.9398376571701417,0.014563928873835733,0.007281964436917867
2026-02,US,Mid-market,Mobile,Wallet,2026,1928,146057.99,35,5,2637.46,138803.1,0.9516288252714709,0.01815352697095436,0.0025933609958506223
2026-02,US,SMB,Desktop,BNPL,626,583,28892.77,14,1,517.1,27206.73,0.9313099041533547,0.024013722126929673,0.0017152658662092624
2026-02,US,SMB,Desktop,Bank debit,1157,1069,60174.33,25,5,1046.81,55092.72,0.9239412273120138,0.023386342376052385,0.004677268475210477
2026-02,US,SMB,Desktop,Card,6741,6335,330498.31,109,39,5925.32,311842.28,0.9397715472481828,0.017205998421468034,0.006156274664561957
2026-02,US,SMB,Desktop,Wallet,2144,2064,107074.17,26,3,1970.97,103735.67,0.9626865671641791,0.012596899224806201,0.0014534883720930232
2026-02,US,SMB,Mobile,BNPL,1101,1012,54905.39,12,3,954.96,50255.24,0.9191643960036331,0.011857707509881422,0.0029644268774703555
2026-02,US,SMB,Mobile,Bank debit,2050,1893,101684.41,32,3,1764.61,92874.42,0.9234146341463415,0.016904384574749076,0.001584786053882726
2026-02,US,SMB,Mobile,Card,11859,11153,582014.58,178,80,10394.39,547067.86,0.9404671557466903,0.01595983143548821,0.007172957948534027
2026-02,US,SMB,Mobile,Wallet,3877,3685,191187.95,59,7,3464.61,182339.78,0.9504771730719629,0.016010854816824967,0.0018995929443690637
2026-03,AU,Enterprise,Desktop,BNPL,49,45,5022.01,1,0,82.01,4316.92,0.9183673469387755,0.022222222222222223,0.0
2026-03,AU,Enterprise,Desktop,Bank debit,90,87,9058.29,1,0,167.55,8819.82,0.9666666666666667,0.011494252873563218,0.0
2026-03,AU,Enterprise,Desktop,Card,493,473,53531.2,7,3,973.26,51223.69,0.9594320486815415,0.014799154334038054,0.006342494714587738
2026-03,AU,Enterprise,Desktop,Wallet,174,165,16790.4,4,0,304.08,16005.87,0.9482758620689655,0.024242424242424242,0.0
2026-03,AU,Enterprise,Mobile,BNPL,81,77,6991.64,3,0,122.61,6452.4400000000005,0.9506172839506173,0.03896103896103896,0.0
2026-03,AU,Enterprise,Mobile,Bank debit,155,142,21294.23,1,0,371.78,19564.37,0.9161290322580645,0.007042253521126761,0.0
2026-03,AU,Enterprise,Mobile,Card,876,811,89571.13,6,5,1574.25,82851.68,0.9257990867579908,0.007398273736128237,0.006165228113440197
2026-03,AU,Enterprise,Mobile,Wallet,271,253,27296.87,3,0,479.8,25252.28,0.933579335793358,0.011857707509881422,0.0
2026-03,AU,Mid-market,Desktop,BNPL,99,95,9110.9,2,2,170.06,8948.65,0.9595959595959596,0.021052631578947368,0.021052631578947368
2026-03,AU,Mid-market,Desktop,Bank debit,187,176,13063.02,1,0,225.72,11882.36,0.9411764705882353,0.005681818181818182,0.0
2026-03,AU,Mid-market,Desktop,Card,974,920,69928.35,15,7,1269.38,66801.58,0.944558521560575,0.016304347826086956,0.007608695652173913
2026-03,AU,Mid-market,Desktop,Wallet,302,288,20665.63,1,0,379.45,19971.99,0.9536423841059603,0.003472222222222222,0.0
2026-03,AU,Mid-market,Mobile,BNPL,159,148,11301.93,1,0,197.4,10390.95,0.9308176100628931,0.006756756756756757,0.0
2026-03,AU,Mid-market,Mobile,Bank debit,327,290,24083.0,4,0,408.1,21479.09,0.8868501529051988,0.013793103448275862,0.0
2026-03,AU,Mid-market,Mobile,Card,1853,1739,137075.5,23,8,2458.57,129396.2,0.9384781435509983,0.013225991949396205,0.004600345025876941
2026-03,AU,Mid-market,Mobile,Wallet,609,571,46016.24,6,2,818.47,43078.26,0.9376026272577996,0.010507880910683012,0.0035026269702276708
2026-03,AU,SMB,Desktop,BNPL,171,158,9325.39,2,1,167.64,8820.2,0.9239766081871345,0.012658227848101266,0.006329113924050633
2026-03,AU,SMB,Desktop,Bank debit,344,324,17275.11,5,0,309.96,16312.98,0.9418604651162791,0.015432098765432098,0.0
2026-03,AU,SMB,Desktop,Card,1952,1861,93942.66,30,12,1690.63,88976.56,0.9533811475409836,0.016120365394948953,0.006448146157979581
2026-03,AU,SMB,Desktop,Wallet,606,575,29694.86,9,0,545.56,28708.97,0.9488448844884488,0.01565217391304348,0.0
2026-03,AU,SMB,Mobile,BNPL,325,292,16966.44,5,1,288.46,15183.25,0.8984615384615384,0.017123287671232876,0.003424657534246575
2026-03,AU,SMB,Mobile,Bank debit,616,576,30458.53,6,1,526.45,27707.36,0.935064935064935,0.010416666666666666,0.001736111111111111
2026-03,AU,SMB,Mobile,Card,3558,3332,175074.49,53,16,3124.18,164423.57,0.9364811691961776,0.015906362545018007,0.004801920768307323
2026-03,AU,SMB,Mobile,Wallet,1080,1033,53535.68,15,1,969.05,51004.89,0.9564814814814815,0.01452081316553727,0.000968054211035818
2026-03,CA,Enterprise,Desktop,BNPL,58,53,7336.47,0,0,111.81,5883.68,0.9137931034482759,0.0,0.0
2026-03,CA,Enterprise,Desktop,Bank debit,100,94,9906.289999999999,2,0,181.3,9540.53,0.94,0.02127659574468085,0.0
2026-03,CA,Enterprise,Desktop,Card,606,565,62800.38,15,5,1122.56,59082.02,0.9323432343234324,0.02654867256637168,0.008849557522123894
2026-03,CA,Enterprise,Desktop,Wallet,189,182,21653.1,4,0,395.3,20804.86,0.9629629629629629,0.02197802197802198,0.0
2026-03,CA,Enterprise,Mobile,BNPL,106,98,12828.31,2,0,229.45,12075.79,0.9245283018867925,0.02040816326530612,0.0
2026-03,CA,Enterprise,Mobile,Bank debit,223,211,26542.58,3,1,475.49,25022.83,0.9461883408071748,0.014218009478672985,0.004739336492890996
2026-03,CA,Enterprise,Mobile,Card,1102,1034,115099.69,12,7,2068.11,108849.94,0.9382940108892922,0.01160541586073501,0.006769825918762089
2026-03,CA,Enterprise,Mobile,Wallet,352,333,34454.04,6,1,614.9399999999999,32362.55,0.9460227272727273,0.018018018018018018,0.003003003003003003
2026-03,CA,Mid-market,Desktop,BNPL,143,127,9229.19,3,0,154.81,8145.65,0.8881118881118881,0.023622047244094488,0.0
2026-03,CA,Mid-market,Desktop,Bank debit,229,216,15165.61,4,0,274.89,14468.84,0.9432314410480349,0.018518518518518517,0.0
2026-03,CA,Mid-market,Desktop,Card,1375,1303,101517.1,17,13,1829.67,96290.2,0.9476363636363636,0.013046815042210284,0.009976976208749041
2026-03,CA,Mid-market,Desktop,Wallet,462,448,33926.95,2,1,624.47,32856.71,0.9696969696969697,0.004464285714285714,0.002232142857142857
2026-03,CA,Mid-market,Mobile,BNPL,255,240,18008.739999999998,4,0,324.18,17060.34,0.9411764705882353,0.016666666666666666,0.0
2026-03,CA,Mid-market,Mobile,Bank debit,467,431,32895.5,6,1,587.64,30931.98,0.9229122055674518,0.013921113689095127,0.002320185614849188
2026-03,CA,Mid-market,Mobile,Card,2468,2296,172152.41,36,19,3071.02,161616.58,0.9303079416531604,0.0156794425087108,0.008275261324041812
2026-03,CA,Mid-market,Mobile,Wallet,781,737,56031.33,15,5,1003.77,52829.0,0.9436619718309859,0.0203527815468114,0.0067842605156037995
2026-03,CA,SMB,Desktop,BNPL,252,235,11757.19,5,2,210.38,11074.66,0.9325396825396826,0.02127659574468085,0.00851063829787234
2026-03,CA,SMB,Desktop,Bank debit,452,424,21398.74,5,3,380.22,20007.91,0.9380530973451328,0.01179245283018868,0.007075471698113208
2026-03,CA,SMB,Desktop,Card,2569,2432,127048.3,39,10,2294.84,120765.21,0.9466718567536007,0.016036184210526317,0.004111842105263158
2026-03,CA,SMB,Desktop,Wallet,810,783,38059.66,16,1,689.7,36300.69,0.9666666666666667,0.020434227330779056,0.001277139208173691
2026-03,CA,SMB,Mobile,BNPL,443,397,21041.44,11,2,362.49,19075.84,0.8961625282167043,0.027707808564231738,0.005037783375314861
2026-03,CA,SMB,Mobile,Bank debit,767,704,37771.47,7,2,662.75,34883.51,0.9178617992177314,0.009943181818181818,0.002840909090909091
2026-03,CA,SMB,Mobile,Card,4578,4284,223226.68,60,27,3978.31,209370.75,0.9357798165137615,0.014005602240896359,0.0063025210084033615
2026-03,CA,SMB,Mobile,Wallet,1465,1407,70545.89,26,3,1296.25,68228.25,0.9604095563139932,0.01847903340440654,0.0021321961620469083
2026-03,DE,Enterprise,Desktop,BNPL,55,51,7044.03,0,0,129.76,6829.54,0.9272727272727272,0.0,0.0
2026-03,DE,Enterprise,Desktop,Bank debit,88,80,9862.04,0,1,164.7,8669.45,0.9090909090909091,0.0,0.0125
2026-03,DE,Enterprise,Desktop,Card,510,477,57023.92,10,3,980.58,51608.25,0.9352941176470588,0.020964360587002098,0.006289308176100629
2026-03,DE,Enterprise,Desktop,Wallet,139,134,15278.61,1,0,282.53000000000003,14873.84,0.9640287769784173,0.007462686567164179,0.0
2026-03,DE,Enterprise,Mobile,BNPL,85,80,8553.95,1,0,155.05,8160.24,0.9411764705882353,0.0125,0.0
2026-03,DE,Enterprise,Mobile,Bank debit,146,130,13803.63,3,0,228.87,12045.72,0.8904109589041096,0.023076923076923078,0.0
2026-03,DE,Enterprise,Mobile,Card,862,803,101490.83,12,8,1803.46,94920.23,0.931554524361949,0.014943960149439602,0.009962640099626401
2026-03,DE,Enterprise,Mobile,Wallet,285,265,33854.21,3,1,605.87,31889.44,0.9298245614035088,0.011320754716981131,0.0037735849056603774
2026-03,DE,Mid-market,Desktop,BNPL,106,96,7520.03,2,0,132.97,6998.95,0.9056603773584906,0.020833333333333332,0.0
2026-03,DE,Mid-market,Desktop,Bank debit,176,167,12437.19,2,0,230.84,12149.96,0.9488636363636364,0.011976047904191617,0.0
2026-03,DE,Mid-market,Desktop,Card,1035,964,73401.74,15,5,1300.59,68455.53,0.9314009661835749,0.015560165975103735,0.005186721991701245
2026-03,DE,Mid-market,Desktop,Wallet,314,305,18830.37,3,0,346.40999999999997,18234.65,0.9713375796178344,0.009836065573770493,0.0
2026-03,DE,Mid-market,Mobile,BNPL,189,169,12138.06,6,1,193.66,10192.300000000001,0.8941798941798942,0.03550295857988166,0.005917159763313609
2026-03,DE,Mid-market,Mobile,Bank debit,335,313,27166.76,5,0,490.64,25822.9,0.9343283582089552,0.01597444089456869,0.0
2026-03,DE,Mid-market,Mobile,Card,1796,1668,125276.39,24,11,2236.04,117688.41,0.9287305122494433,0.014388489208633094,0.006594724220623501
2026-03,DE,Mid-market,Mobile,Wallet,612,583,44344.46,7,2,817.35,43016.69,0.9526143790849673,0.012006861063464836,0.003430531732418525
2026-03,DE,SMB,Desktop,BNPL,172,154,8336.74,5,0,147.23,7751.99,0.8953488372093024,0.032467532467532464,0.0
2026-03,DE,SMB,Desktop,Bank debit,343,310,18852.28,3,0,330.79,17413.58,0.9037900874635568,0.00967741935483871,0.0
2026-03,DE,SMB,Desktop,Card,1874,1756,90169.57,24,12,1605.48,84499.77,0.9370330843116329,0.01366742596810934,0.00683371298405467
2026-03,DE,SMB,Desktop,Wallet,666,638,30812.73,10,4,555.91,29257.51,0.9579579579579579,0.01567398119122257,0.006269592476489028
2026-03,DE,SMB,Mobile,BNPL,337,298,17288.01,10,0,297.73,15665.89,0.884272997032641,0.03355704697986577,0.0
2026-03,DE,SMB,Mobile,Bank debit,596,559,27700.64,10,1,496.14,26113.86,0.9379194630872483,0.017889087656529516,0.0017889087656529517
2026-03,DE,SMB,Mobile,Card,3409,3179,164903.91,56,24,2921.95,153779.05,0.9325315341742446,0.017615602390688895,0.007549543881723813
2026-03,DE,SMB,Mobile,Wallet,1108,1061,53552.46,20,2,970.6,51087.33,0.9575812274368231,0.01885014137606032,0.001885014137606032
2026-03,GB,Enterprise,Desktop,BNPL,52,45,7010.65,0,0,123.37,6493.45,0.8653846153846154,0.0,0.0
2026-03,GB,Enterprise,Desktop,Bank debit,86,80,9238.03,0,0,166.42,8760.02,0.9302325581395349,0.0,0.0
2026-03,GB,Enterprise,Desktop,Card,589,553,63936.05,6,2,1149.62,60502.52,0.9388794567062818,0.0108499095840868,0.003616636528028933
2026-03,GB,Enterprise,Desktop,Wallet,197,186,21787.36,1,0,385.6,20291.7,0.9441624365482234,0.005376344086021506,0.0
2026-03,GB,Enterprise,Mobile,BNPL,100,89,10085.460000000001,2,0,161.3,8490.5,0.89,0.02247191011235955,0.0
2026-03,GB,Enterprise,Mobile,Bank debit,165,157,16990.91,3,0,309.7,16301.210000000001,0.9515151515151515,0.01910828025477707,0.0
2026-03,GB,Enterprise,Mobile,Card,1003,951,116633.89,19,6,2097.77,110407.14,0.9481555333998006,0.019978969505783387,0.006309148264984227
2026-03,GB,Enterprise,Mobile,Wallet,304,288,32365.26,7,0,579.66,30505.32,0.9473684210526315,0.024305555555555556,0.0
2026-03,GB,Mid-market,Desktop,BNPL,115,105,8205.52,4,0,144.65,7615.36,0.9130434782608695,0.0380952380952381,0.0
2026-03,GB,Mid-market,Desktop,Bank debit,209,193,17190.51,1,0,303.36,15967.72,0.9234449760765551,0.0051813471502590676,0.0
2026-03,GB,Mid-market,Desktop,Card,1218,1154,89587.95,24,5,1611.73,84834.05,0.9474548440065681,0.02079722703639515,0.004332755632582322
2026-03,GB,Mid-market,Desktop,Wallet,374,359,26541.94,7,1,484.3,25488.59,0.9598930481283422,0.019498607242339833,0.002785515320334262
2026-03,GB,Mid-market,Mobile,BNPL,191,181,12916.85,10,0,234.45,12339.11,0.9476439790575916,0.055248618784530384,0.0
2026-03,GB,Mid-market,Mobile,Bank debit,364,336,26788.92,6,4,488.3,25698.12,0.9230769230769231,0.017857142857142856,0.011904761904761904
2026-03,GB,Mid-market,Mobile,Card,2147,2009,153159.43,23,9,2714.67,142864.95,0.935724266418258,0.011448481831757094,0.004479840716774514
2026-03,GB,Mid-market,Mobile,Wallet,726,697,53050.36,8,1,947.73,49887.11,0.9600550964187328,0.011477761836441894,0.0014347202295552368
2026-03,GB,SMB,Desktop,BNPL,218,201,12517.87,5,0,215.97,11369.12,0.9220183486238532,0.024875621890547265,0.0
2026-03,GB,SMB,Desktop,Bank debit,373,346,18245.84,7,2,324.78,17095.11,0.9276139410187667,0.02023121387283237,0.005780346820809248
2026-03,GB,SMB,Desktop,Card,2238,2095,114979.79,27,15,2036.32,107173.88,0.9361036639857016,0.012887828162291169,0.007159904534606206
2026-03,GB,SMB,Desktop,Wallet,720,690,33831.46,5,3,619.68,32612.68,0.9583333333333334,0.007246376811594203,0.004347826086956522
2026-03,GB,SMB,Mobile,BNPL,365,336,18581.9,10,0,328.68,17301.53,0.9205479452054794,0.02976190476190476,0.0
2026-03,GB,SMB,Mobile,Bank debit,670,612,33231.88,8,1,579.04,30474.53,0.9134328358208955,0.013071895424836602,0.0016339869281045752
2026-03,GB,SMB,Mobile,Card,4142,3888,210276.0,79,22,3754.16,197574.99,0.938676967648479,0.020318930041152265,0.00565843621399177
2026-03,GB,SMB,Mobile,Wallet,1281,1235,61576.71,18,0,1131.57,59553.69,0.9640905542544886,0.014574898785425101,0.0
2026-03,US,Enterprise,Desktop,BNPL,172,163,18700.16,3,0,347.24,18276.34,0.9476744186046512,0.018404907975460124,0.0
2026-03,US,Enterprise,Desktop,Bank debit,301,283,35446.69,7,0,639.23,33638.26,0.9401993355481728,0.024734982332155476,0.0
2026-03,US,Enterprise,Desktop,Card,1846,1717,201284.58,24,17,3533.22,185968.82,0.9301191765980499,0.013977868375072802,0.009900990099009901
2026-03,US,Enterprise,Desktop,Wallet,608,583,64131.14,18,0,1163.13,61218.12,0.9588815789473685,0.030874785591766724,0.0
2026-03,US,Enterprise,Mobile,BNPL,317,295,33464.11,10,0,600.02,31570.49,0.9305993690851735,0.03389830508474576,0.0
2026-03,US,Enterprise,Mobile,Bank debit,557,511,63028.26,15,2,1088.39,57284.5,0.9174147217235189,0.029354207436399216,0.003913894324853229
2026-03,US,Enterprise,Mobile,Card,3340,3099,371718.32,49,22,6579.19,346285.51,0.9278443113772455,0.015811552113585026,0.007099064214262665
2026-03,US,Enterprise,Mobile,Wallet,1064,1013,113950.17,22,6,2079.12,109419.87,0.9520676691729323,0.02171767028627838,0.005923000987166831
2026-03,US,Mid-market,Desktop,BNPL,388,344,27656.75,7,1,459.74,24198.91,0.8865979381443299,0.020348837209302327,0.0029069767441860465
2026-03,US,Mid-market,Desktop,Bank debit,720,669,49541.98,5,0,876.03,46104.21,0.9291666666666667,0.007473841554559043,0.0
2026-03,US,Mid-market,Desktop,Card,3930,3700,286609.11,54,32,5144.26,270744.99,0.9414758269720102,0.014594594594594595,0.008648648648648649
2026-03,US,Mid-market,Desktop,Wallet,1290,1245,97260.15,23,2,1774.45,93394.07,0.9651162790697675,0.018473895582329317,0.001606425702811245
2026-03,US,Mid-market,Mobile,BNPL,693,644,50505.51,18,2,890.5,46863.78,0.9292929292929293,0.027950310559006212,0.003105590062111801
2026-03,US,Mid-market,Mobile,Bank debit,1238,1147,90700.05,16,3,1595.24,83958.54,0.9264943457189014,0.013949433304272014,0.0026155187445510027
2026-03,US,Mid-market,Mobile,Card,7157,6707,529191.82,104,47,9471.19,498447.9,0.9371244935028643,0.015506187565230357,0.007007603995825258
2026-03,US,Mid-market,Mobile,Wallet,2323,2199,168059.7,37,7,3041.32,160072.57,0.9466207490314249,0.01682582992269213,0.0031832651205093224
2026-03,US,SMB,Desktop,BNPL,732,671,36048.78,20,2,625.71,32935.04,0.9166666666666666,0.029806259314456036,0.0029806259314456036
2026-03,US,SMB,Desktop,Bank debit,1290,1185,62060.27,18,2,1078.71,56780.84,0.9186046511627907,0.015189873417721518,0.0016877637130801688
2026-03,US,SMB,Desktop,Card,7409,6952,360531.13,116,34,6420.37,337921.06,0.9383182615737616,0.01668584579976985,0.004890678941311853
2026-03,US,SMB,Desktop,Wallet,2348,2241,117665.35,39,7,2125.05,111857.09,0.9544293015332198,0.01740294511378849,0.0031236055332440876
2026-03,US,SMB,Mobile,BNPL,1254,1145,66415.38,28,1,1172.25,61697.17,0.9130781499202552,0.02445414847161572,0.0008733624454148472
2026-03,US,SMB,Mobile,Bank debit,2377,2198,119549.86,34,3,2101.77,110615.12,0.9246949936895246,0.015468607825295723,0.001364877161055505
2026-03,US,SMB,Mobile,Card,13189,12372,643401.15,217,95,11476.58,604036.73,0.9380544393054818,0.01753960556094407,0.007678629162625283
2026-03,US,SMB,Mobile,Wallet,4396,4216,215759.86,65,19,3924.62,206554.61,0.9590536851683349,0.015417457305502846,0.004506641366223909
2026-04,AU,Enterprise,Desktop,BNPL,46,43,3786.38,0,0,68.66,3611.94,0.9347826086956522,0.0,0.0
2026-04,AU,Enterprise,Desktop,Bank debit,82,76,10056.5,0,0,178.0,9368.54,0.926829268292683,0.0,0.0
2026-04,AU,Enterprise,Desktop,Card,437,413,48612.76,6,2,890.2,46851.33,0.9450800915331807,0.014527845036319613,0.004842615012106538
2026-04,AU,Enterprise,Desktop,Wallet,151,147,16104.24,3,0,304.5,16026.6,0.9735099337748344,0.02040816326530612,0.0
2026-04,AU,Enterprise,Mobile,BNPL,78,73,7090.63,0,0,127.73,6720.83,0.9358974358974359,0.0,0.0
2026-04,AU,Enterprise,Mobile,Bank debit,153,146,15431.85,2,0,276.18,14537.34,0.954248366013072,0.0136986301369863,0.0
2026-04,AU,Enterprise,Mobile,Card,782,726,77540.82,13,9,1370.43,72133.1,0.928388746803069,0.01790633608815427,0.012396694214876033
2026-04,AU,Enterprise,Mobile,Wallet,277,258,30169.260000000002,3,2,528.97,27839.63,0.9314079422382672,0.011627906976744186,0.007751937984496124
2026-04,AU,Mid-market,Desktop,BNPL,95,87,6998.49,1,0,118.83,6251.96,0.9157894736842105,0.011494252873563218,0.0
2026-04,AU,Mid-market,Desktop,Bank debit,178,172,11755.76,5,0,217.16,11427.39,0.9662921348314607,0.029069767441860465,0.0
2026-04,AU,Mid-market,Desktop,Card,957,907,67108.56,13,10,1205.3,63437.8,0.9477533960292581,0.014332965821389196,0.011025358324145534
2026-04,AU,Mid-market,Desktop,Wallet,306,294,21829.17,4,0,396.16,20847.71,0.9607843137254902,0.013605442176870748,0.0
2026-04,AU,Mid-market,Mobile,BNPL,167,151,12595.37,2,0,213.53,11237.22,0.9041916167664671,0.013245033112582781,0.0
2026-04,AU,Mid-market,Mobile,Bank debit,295,277,21874.59,4,0,396.07,20842.65,0.9389830508474576,0.01444043321299639,0.0
2026-04,AU,Mid-market,Mobile,Card,1818,1698,126783.89,24,16,2243.27,118064.26,0.933993399339934,0.014134275618374558,0.009422850412249705
2026-04,AU,Mid-market,Mobile,Wallet,582,551,42255.37,6,0,734.47,38655.38,0.9467353951890034,0.010889292196007259,0.0
2026-04,AU,SMB,Desktop,BNPL,177,164,8245.38,4,1,142.97,7522.28,0.9265536723163842,0.024390243902439025,0.006097560975609756
2026-04,AU,SMB,Desktop,Bank debit,358,337,17035.49,5,1,307.49,16181.39,0.9413407821229051,0.01483679525222552,0.002967359050445104
2026-04,AU,SMB,Desktop,Card,1917,1807,95976.3,43,6,1731.27,91130.89,0.9426186750130412,0.023796347537354733,0.003320420586607637
2026-04,AU,SMB,Desktop,Wallet,613,587,29730.35,10,1,542.81,28567.420000000002,0.9575856443719413,0.017035775127768313,0.0017035775127768314
2026-04,AU,SMB,Mobile,BNPL,307,286,14639.55,8,2,255.37,13440.65,0.9315960912052117,0.027972027972027972,0.006993006993006993
2026-04,AU,SMB,Mobile,Bank debit,586,548,30069.94,11,2,538.76,28356.09,0.9351535836177475,0.020072992700729927,0.0036496350364963502
2026-04,AU,SMB,Mobile,Card,3440,3204,172953.43,48,29,3040.97,160045.44,0.9313953488372093,0.0149812734082397,0.009051186017478152
2026-04,AU,SMB,Mobile,Wallet,1102,1042,53092.26,23,3,958.15,50428.58,0.9455535390199638,0.022072936660268713,0.0028790786948176585
2026-04,CA,Enterprise,Desktop,BNPL,60,57,5748.81,3,0,106.01,5579.49,0.95,0.05263157894736842,0.0
2026-04,CA,Enterprise,Desktop,Bank debit,105,97,9700.88,2,0,171.0,8999.36,0.9238095238095239,0.020618556701030927,0.0
2026-04,CA,Enterprise,Desktop,Card,630,593,67517.85,12,3,1209.43,63653.21,0.9412698412698413,0.02023608768971332,0.00505902192242833
2026-04,CA,Enterprise,Desktop,Wallet,181,168,21609.09,4,0,390.17,20533.96,0.9281767955801105,0.023809523809523808,0.0
2026-04,CA,Enterprise,Mobile,BNPL,119,111,11712.06,2,1,200.49,10550.34,0.9327731092436975,0.018018018018018018,0.009009009009009009
2026-04,CA,Enterprise,Mobile,Bank debit,200,187,22266.76,0,1,388.83,20464.39,0.935,0.0,0.0053475935828877
2026-04,CA,Enterprise,Mobile,Card,1099,1022,118389.09,19,5,2019.7,106299.51,0.9299363057324841,0.018590998043052837,0.004892367906066536
