payment_id,merchant_id,customer_id,event_ts,country,merchant_segment,device,payment_method,amount_usd,payment_succeeded,decline_reason,refund_flag,dispute_flag,processing_latency_ms,platform_revenue_usd
pay_000165110,m_00375,c_0145954,2026-01-01 03:06:00,US,SMB,Mobile,Card,52.87,1,,0,0,544,1.0
pay_000526341,m_04264,c_0035443,2026-01-01 03:06:00,AU,SMB,Mobile,Card,69.95,1,,0,0,983,1.33
pay_000510304,m_00557,c_0045874,2026-01-01 03:07:00,CA,Enterprise,Mobile,Bank debit,80.4,1,,0,0,1191,1.53
pay_000540888,m_02413,c_0039305,2026-01-01 03:08:00,DE,SMB,Mobile,Card,55.82,1,,0,0,512,1.06
pay_000993516,m_00706,c_0134821,2026-01-01 03:08:00,GB,Enterprise,Mobile,Card,153.24,1,,0,0,792,2.91
pay_000600573,m_00314,c_0042996,2026-01-01 03:09:00,GB,SMB,Mobile,Card,27.37,1,,0,0,335,0.52
pay_000145980,m_03694,c_0175290,2026-01-01 03:10:00,AU,SMB,Mobile,Card,41.44,1,,0,0,914,0.79
pay_000269858,m_04828,c_0154294,2026-01-01 03:10:00,US,SMB,Desktop,Wallet,25.55,1,,0,0,1146,0.49
pay_000401337,m_03837,c_0161390,2026-01-01 03:11:00,AU,Mid-market,Mobile,Card,37.79,1,,0,0,436,0.72
pay_000242332,m_02393,c_0080609,2026-01-01 03:11:00,US,SMB,Mobile,Card,41.92,0,issuer_decline,0,0,793,0.0
pay_000945262,m_01108,c_0050180,2026-01-01 03:12:00,US,SMB,Mobile,Card,12.13,1,,0,0,843,0.23
pay_000284030,m_03876,c_0041148,2026-01-01 03:12:00,GB,Mid-market,Mobile,Card,18.14,1,,0,0,771,0.34
pay_000351818,m_00646,c_0027993,2026-01-01 03:12:00,GB,SMB,Mobile,Card,18.36,1,,0,0,242,0.35
pay_000692348,m_00619,c_0171496,2026-01-01 03:12:00,US,Mid-market,Mobile,Card,31.57,1,,0,0,578,0.6
pay_000185005,m_02757,c_0126865,2026-01-01 03:12:00,AU,Mid-market,Mobile,Bank debit,25.04,1,,0,0,1055,0.48
pay_000352814,m_01310,c_0037865,2026-01-01 03:12:00,DE,SMB,Desktop,BNPL,25.57,1,,1,0,756,0.49
pay_000383610,m_03946,c_0005379,2026-01-01 03:13:00,US,SMB,Mobile,Wallet,28.7,1,,0,0,938,0.55
pay_000036072,m_01049,c_0131835,2026-01-01 03:13:00,US,Mid-market,Desktop,BNPL,25.86,1,,0,0,857,0.49
pay_000950334,m_01223,c_0002167,2026-01-01 03:13:00,GB,Mid-market,Mobile,BNPL,20.3,1,,0,0,659,0.39
pay_000067576,m_00823,c_0031919,2026-01-01 03:13:00,DE,SMB,Desktop,Card,9.05,1,,0,0,890,0.17
pay_000645492,m_02532,c_0141165,2026-01-01 03:14:00,GB,Mid-market,Mobile,Card,82.65,1,,0,0,399,1.57
pay_000599652,m_03380,c_0055808,2026-01-01 03:14:00,US,SMB,Mobile,Card,37.53,1,,0,0,1027,0.71
pay_000058218,m_04393,c_0068409,2026-01-01 03:14:00,US,SMB,Desktop,Card,48.22,1,,0,0,761,0.92
pay_000382915,m_02571,c_0008494,2026-01-01 03:15:00,GB,Mid-market,Mobile,Bank debit,47.83,1,,0,0,1363,0.91
pay_000043554,m_04041,c_0177630,2026-01-01 03:15:00,US,SMB,Desktop,Card,85.3,1,,0,0,927,1.62
pay_000868833,m_02469,c_0037755,2026-01-01 03:16:00,CA,SMB,Mobile,Card,60.63,1,,0,0,1111,1.15
pay_000901519,m_02136,c_0127350,2026-01-01 03:16:00,US,Mid-market,Mobile,BNPL,45.25,1,,0,0,809,0.86
pay_000712961,m_00170,c_0103921,2026-01-01 03:16:00,US,SMB,Desktop,Card,15.0,1,,0,0,381,0.28
pay_000487654,m_03273,c_0009249,2026-01-01 03:17:00,US,SMB,Mobile,BNPL,7.9,1,,0,0,735,0.15
pay_000231856,m_00097,c_0152094,2026-01-01 03:17:00,US,SMB,Desktop,Card,14.02,1,,0,0,732,0.27
pay_000901048,m_00278,c_0072819,2026-01-01 03:17:00,CA,Mid-market,Desktop,Card,36.89,1,,0,0,800,0.7
pay_000395615,m_01614,c_0084054,2026-01-01 03:17:00,DE,Enterprise,Mobile,Card,105.3,1,,0,0,785,2.0
pay_000003674,m_04688,c_0149119,2026-01-01 03:18:00,GB,SMB,Mobile,Card,35.56,1,,0,0,972,0.68
pay_000441097,m_02713,c_0115784,2026-01-01 03:18:00,GB,SMB,Mobile,Bank debit,15.99,1,,0,0,1151,0.3
pay_000426722,m_04922,c_0112705,2026-01-01 03:18:00,US,Mid-market,Desktop,Card,30.65,1,,0,0,923,0.58
pay_000461253,m_02778,c_0104971,2026-01-01 03:18:00,US,SMB,Desktop,Card,29.8,1,,0,0,482,0.57
pay_000609855,m_02665,c_0127752,2026-01-01 03:18:00,GB,SMB,Mobile,Card,26.47,1,,0,0,1039,0.5
pay_000364829,m_01798,c_0015108,2026-01-01 03:18:00,US,Mid-market,Mobile,Wallet,122.47,1,,0,0,634,2.33
pay_000928176,m_03794,c_0109291,2026-01-01 03:19:00,US,Mid-market,Mobile,Card,105.89,1,,0,0,914,2.01
pay_000019734,m_03684,c_0013202,2026-01-01 03:19:00,US,Mid-market,Mobile,Card,12.76,1,,0,0,766,0.24
pay_000355502,m_04716,c_0128501,2026-01-01 03:20:00,US,SMB,Mobile,Card,193.49,1,,0,0,919,3.68
pay_000494607,m_00108,c_0147988,2026-01-01 03:20:00,AU,SMB,Mobile,Card,64.89,1,,0,1,315,1.23
pay_000800583,m_04532,c_0169285,2026-01-01 03:21:00,GB,Mid-market,Mobile,BNPL,66.5,1,,0,0,746,1.26
pay_000768537,m_01762,c_0083721,2026-01-01 03:21:00,US,SMB,Mobile,Card,146.26,0,insufficient_funds,0,0,584,0.0
pay_000081126,m_02442,c_0148957,2026-01-01 03:21:00,US,SMB,Desktop,BNPL,20.2,1,,0,0,641,0.38
pay_000452752,m_02273,c_0089845,2026-01-01 03:22:00,GB,Enterprise,Mobile,Card,118.11,1,,0,0,870,2.24
pay_000748729,m_03435,c_0160210,2026-01-01 03:22:00,US,Mid-market,Desktop,Card,12.73,1,,0,0,664,0.24
pay_000864807,m_03296,c_0129968,2026-01-01 03:22:00,US,SMB,Mobile,Bank debit,28.61,1,,0,0,1033,0.54
pay_000257213,m_03075,c_0048600,2026-01-01 03:22:00,US,Mid-market,Mobile,Wallet,60.57,1,,0,0,676,1.15
pay_000537068,m_03491,c_0143812,2026-01-01 03:22:00,US,SMB,Desktop,Card,85.39,1,,0,0,909,1.62
pay_000026507,m_01668,c_0056354,2026-01-01 03:23:00,GB,Mid-market,Mobile,Bank debit,161.26,1,,0,0,986,3.06
pay_000450563,m_00310,c_0141317,2026-01-01 03:23:00,CA,SMB,Mobile,Card,51.77,1,,0,0,766,0.98
pay_000078880,m_00073,c_0153339,2026-01-01 03:23:00,DE,SMB,Mobile,Bank debit,14.79,1,,0,0,1275,0.28
pay_000710296,m_03002,c_0038003,2026-01-01 03:24:00,CA,Enterprise,Desktop,Card,26.0,0,network_error,0,0,633,0.0
pay_000305660,m_03976,c_0114266,2026-01-01 03:24:00,US,SMB,Mobile,Bank debit,51.22,1,,0,0,957,0.97
pay_000562317,m_00024,c_0001449,2026-01-01 03:25:00,US,Enterprise,Mobile,Wallet,237.44,1,,0,0,570,4.51
pay_000458407,m_00370,c_0030321,2026-01-01 03:25:00,US,SMB,Mobile,Card,59.79,1,,0,0,925,1.14
pay_000559491,m_00791,c_0010287,2026-01-01 03:25:00,US,SMB,Mobile,Card,41.43,1,,1,0,660,0.79
pay_000059216,m_02781,c_0146335,2026-01-01 03:26:00,GB,Mid-market,Mobile,Card,87.28,1,,0,0,592,1.66
pay_000398340,m_03797,c_0155402,2026-01-01 03:26:00,GB,Mid-market,Mobile,Card,52.39,1,,0,0,646,1.0
pay_000419513,m_02610,c_0079434,2026-01-01 03:26:00,US,SMB,Mobile,Wallet,42.22,1,,0,0,1002,0.8
pay_000988879,m_03872,c_0151443,2026-01-01 03:26:00,DE,SMB,Mobile,Wallet,13.77,1,,0,0,556,0.26
pay_000349118,m_02123,c_0158043,2026-01-01 03:26:00,US,SMB,Desktop,Wallet,19.57,1,,1,0,842,0.37
pay_000838162,m_04077,c_0073322,2026-01-01 03:26:00,US,Enterprise,Desktop,Card,54.91,1,,0,0,638,1.04
pay_000791319,m_03661,c_0069423,2026-01-01 03:28:00,DE,Enterprise,Mobile,Card,131.88,1,,0,0,866,2.51
pay_000108255,m_00960,c_0175163,2026-01-01 03:28:00,US,SMB,Desktop,Card,23.41,1,,0,0,893,0.44
pay_000555635,m_04184,c_0045654,2026-01-01 03:28:00,US,SMB,Mobile,Bank debit,13.41,1,,0,0,686,0.25
pay_000730952,m_03072,c_0097371,2026-01-01 03:28:00,AU,Mid-market,Mobile,Card,54.35,1,,0,0,661,1.03
pay_000984062,m_03938,c_0080463,2026-01-01 03:28:00,GB,Mid-market,Desktop,Card,43.59,1,,0,0,879,0.83
pay_000370531,m_01047,c_0022856,2026-01-01 03:29:00,US,Enterprise,Desktop,Card,74.88,1,,0,0,927,1.42
pay_000436047,m_01154,c_0169475,2026-01-01 03:29:00,US,Mid-market,Mobile,Card,41.62,1,,0,0,962,0.79
pay_000366519,m_02835,c_0063627,2026-01-01 03:29:00,DE,Mid-market,Mobile,Card,72.93,1,,0,0,522,1.39
pay_000694509,m_00825,c_0155056,2026-01-01 03:30:00,CA,SMB,Desktop,Card,21.9,0,insufficient_funds,0,0,724,0.0
pay_000410182,m_02961,c_0022679,2026-01-01 03:31:00,US,SMB,Mobile,Card,48.32,1,,0,0,909,0.92
pay_000789134,m_02446,c_0141226,2026-01-01 03:31:00,US,SMB,Mobile,Card,3.17,1,,0,0,797,0.06
pay_000813160,m_00750,c_0131845,2026-01-01 03:31:00,US,Enterprise,Desktop,Card,74.19,1,,0,0,377,1.41
pay_000940299,m_04970,c_0028725,2026-01-01 03:31:00,US,Mid-market,Desktop,Card,14.81,1,,0,0,764,0.28
pay_000274549,m_02771,c_0173299,2026-01-01 03:31:00,AU,SMB,Mobile,Card,12.53,1,,0,0,605,0.24
pay_000103930,m_01686,c_0102151,2026-01-01 03:31:00,CA,Enterprise,Mobile,Card,74.75,1,,0,0,899,1.42
pay_000189569,m_00685,c_0177170,2026-01-01 03:31:00,DE,SMB,Mobile,Card,52.51,1,,0,0,575,1.0
pay_000283900,m_04596,c_0100540,2026-01-01 03:31:00,US,SMB,Mobile,Card,20.86,1,,0,0,402,0.4
pay_000125311,m_03342,c_0007300,2026-01-01 03:31:00,US,Mid-market,Desktop,Card,31.49,1,,0,0,1010,0.6
pay_000124299,m_04154,c_0002260,2026-01-01 03:31:00,AU,SMB,Desktop,Bank debit,3.6,0,insufficient_funds,0,0,958,0.0
pay_000379171,m_03531,c_0173989,2026-01-01 03:32:00,US,Mid-market,Mobile,Bank debit,118.45,1,,0,0,1123,2.25
pay_000395126,m_02930,c_0023706,2026-01-01 03:32:00,DE,Mid-market,Desktop,Card,17.32,1,,0,0,890,0.33
pay_000618306,m_02135,c_0172776,2026-01-01 03:33:00,US,SMB,Desktop,Wallet,597.09,1,,0,0,832,11.34
pay_000219922,m_04996,c_0050932,2026-01-01 03:33:00,US,SMB,Mobile,Wallet,21.61,1,,0,0,460,0.41
pay_000530531,m_01283,c_0061304,2026-01-01 03:33:00,US,SMB,Mobile,Card,110.72,1,,0,0,966,2.1
pay_000177472,m_03441,c_0060570,2026-01-01 03:34:00,US,SMB,Desktop,Card,56.63,1,,0,0,599,1.08
pay_000885848,m_01592,c_0072770,2026-01-01 03:34:00,DE,Mid-market,Mobile,Bank debit,19.43,1,,1,0,1252,0.37
pay_000283863,m_01256,c_0013725,2026-01-01 03:35:00,GB,Mid-market,Desktop,Bank debit,8.64,1,,0,0,979,0.16
pay_000512528,m_02244,c_0178094,2026-01-01 03:36:00,US,SMB,Mobile,Bank debit,42.39,1,,0,0,1216,0.81
pay_000686507,m_00367,c_0002177,2026-01-01 03:36:00,AU,SMB,Mobile,Bank debit,66.99,1,,0,0,1114,1.27
pay_000823797,m_00808,c_0166688,2026-01-01 03:36:00,US,SMB,Mobile,Card,92.02,1,,0,0,816,1.75
pay_000299600,m_03869,c_0041464,2026-01-01 03:37:00,US,Mid-market,Mobile,Card,31.42,1,,0,0,1175,0.6
pay_000301501,m_01905,c_0030349,2026-01-01 03:37:00,US,SMB,Desktop,Card,14.02,1,,0,0,1027,0.27
pay_000096965,m_00770,c_0110222,2026-01-01 03:38:00,CA,SMB,Desktop,Card,445.7,1,,0,0,1085,8.47
pay_000614701,m_00171,c_0005084,2026-01-01 03:39:00,US,SMB,Mobile,Card,9.9,1,,0,0,1003,0.19
pay_000688292,m_01923,c_0027792,2026-01-01 03:39:00,US,SMB,Desktop,Card,12.61,1,,0,0,1067,0.24
pay_000361825,m_01024,c_0179836,2026-01-01 03:39:00,US,Mid-market,Mobile,Card,50.85,1,,0,0,483,0.97
pay_000045476,m_02640,c_0057750,2026-01-01 03:39:00,DE,SMB,Desktop,Bank debit,41.74,1,,0,0,905,0.79
pay_000088713,m_00069,c_0037154,2026-01-01 03:39:00,US,SMB,Desktop,Wallet,115.04,1,,0,0,532,2.19
pay_000537385,m_03313,c_0084672,2026-01-01 03:39:00,GB,SMB,Desktop,Wallet,118.38,1,,0,0,653,2.25
pay_000614191,m_02525,c_0009754,2026-01-01 03:39:00,CA,Mid-market,Desktop,Card,132.06,1,,0,0,862,2.51
pay_000743362,m_02032,c_0027416,2026-01-01 03:39:00,US,SMB,Mobile,Wallet,42.57,1,,0,0,650,0.81
pay_000936403,m_03950,c_0077191,2026-01-01 03:39:00,US,SMB,Mobile,Card,231.62,1,,0,0,1061,4.4
pay_000216253,m_02941,c_0117742,2026-01-01 03:40:00,CA,Mid-market,Mobile,BNPL,38.47,1,,0,0,1113,0.73
pay_000527854,m_00769,c_0039774,2026-01-01 03:40:00,US,Mid-market,Mobile,Card,48.28,1,,0,0,711,0.92
pay_000419030,m_00261,c_0126075,2026-01-01 03:42:00,US,Mid-market,Desktop,Bank debit,27.63,1,,0,0,1092,0.52
pay_000109481,m_02072,c_0002675,2026-01-01 03:43:00,CA,SMB,Mobile,Card,42.67,1,,0,0,614,0.81
pay_000401681,m_01638,c_0156253,2026-01-01 03:43:00,DE,SMB,Mobile,Card,9.44,1,,0,0,926,0.18
pay_000821119,m_03002,c_0157971,2026-01-01 03:43:00,GB,Mid-market,Mobile,Card,31.55,1,,0,0,493,0.6
pay_000755999,m_04478,c_0131830,2026-01-01 03:43:00,GB,Enterprise,Mobile,Wallet,366.88,1,,0,0,909,6.97
pay_000221570,m_01203,c_0153745,2026-01-01 03:43:00,CA,Mid-market,Desktop,Bank debit,11.29,1,,0,0,1466,0.21
pay_000789235,m_03570,c_0044447,2026-01-01 03:44:00,US,Mid-market,Mobile,Card,186.64,1,,0,0,543,3.55
pay_000007006,m_02451,c_0070436,2026-01-01 03:44:00,CA,Enterprise,Mobile,Card,41.77,1,,0,0,767,0.79
pay_000900352,m_02904,c_0152202,2026-01-01 03:44:00,US,SMB,Mobile,Wallet,41.26,1,,0,0,705,0.78
pay_000121989,m_02645,c_0163646,2026-01-01 03:44:00,DE,Mid-market,Mobile,Card,225.2,1,,0,0,691,4.28
pay_000253404,m_04102,c_0108913,2026-01-01 03:44:00,CA,SMB,Desktop,Bank debit,10.86,1,,0,0,1032,0.21
pay_000283593,m_02624,c_0156912,2026-01-01 03:44:00,AU,Mid-market,Mobile,Card,39.26,1,,0,0,927,0.75
pay_000691324,m_00110,c_0048059,2026-01-01 03:45:00,US,SMB,Desktop,Card,100.81,1,,0,0,1047,1.92
pay_000967476,m_01837,c_0118192,2026-01-01 03:45:00,AU,Mid-market,Mobile,Card,23.37,1,,0,0,605,0.44
pay_000101039,m_00889,c_0002006,2026-01-01 03:45:00,US,SMB,Mobile,Card,48.67,1,,0,0,1045,0.92
pay_000656278,m_04181,c_0088322,2026-01-01 03:45:00,CA,Enterprise,Mobile,Wallet,87.75,1,,0,0,743,1.67
pay_000284629,m_02100,c_0020472,2026-01-01 03:46:00,AU,Mid-market,Desktop,Card,72.85,1,,0,0,857,1.38
pay_000768272,m_01092,c_0061676,2026-01-01 03:46:00,CA,Enterprise,Desktop,Card,20.92,1,,0,0,825,0.4
pay_000661328,m_04950,c_0099790,2026-01-01 03:46:00,US,Enterprise,Desktop,Card,23.24,1,,0,0,677,0.44
pay_000417770,m_04208,c_0106672,2026-01-01 03:46:00,US,SMB,Mobile,Wallet,21.58,1,,0,0,771,0.41
pay_000031812,m_00348,c_0173324,2026-01-01 03:46:00,US,Enterprise,Mobile,Wallet,79.65,1,,0,0,778,1.51
pay_000640192,m_03522,c_0017458,2026-01-01 03:46:00,CA,SMB,Desktop,Card,72.32,1,,0,0,749,1.37
pay_000653345,m_00063,c_0125698,2026-01-01 03:46:00,US,Mid-market,Desktop,Card,75.58,1,,0,0,774,1.44
pay_000888798,m_01137,c_0055231,2026-01-01 03:47:00,AU,Enterprise,Mobile,Card,235.94,1,,0,0,737,4.48
pay_000496494,m_02077,c_0017632,2026-01-01 03:47:00,DE,SMB,Mobile,Bank debit,13.62,1,,0,0,1249,0.26
pay_000105949,m_04630,c_0068738,2026-01-01 03:47:00,CA,SMB,Desktop,Bank debit,24.5,1,,0,0,1058,0.47
pay_000188439,m_01005,c_0056706,2026-01-01 03:48:00,US,Mid-market,Mobile,Card,20.42,0,expired_card,0,0,871,0.0
pay_000668816,m_01760,c_0022109,2026-01-01 03:49:00,US,Enterprise,Mobile,Card,63.15,1,,0,0,587,1.2
pay_000743791,m_00157,c_0034465,2026-01-01 03:49:00,AU,Mid-market,Desktop,Card,15.95,1,,0,0,1015,0.3
pay_000875503,m_01531,c_0054104,2026-01-01 03:49:00,CA,SMB,Mobile,Card,54.9,1,,0,0,575,1.04
pay_000778349,m_03308,c_0174499,2026-01-01 03:49:00,DE,Enterprise,Mobile,Card,285.51,1,,0,0,926,5.42
pay_000691214,m_01207,c_0130074,2026-01-01 03:50:00,GB,SMB,Mobile,Card,60.46,1,,0,0,892,1.15
pay_000303147,m_02638,c_0034985,2026-01-01 03:50:00,US,Mid-market,Mobile,Card,9.92,1,,0,0,894,0.19
pay_000639897,m_01949,c_0120930,2026-01-01 03:50:00,US,SMB,Mobile,BNPL,29.45,1,,0,0,1030,0.56
pay_000440862,m_04294,c_0174007,2026-01-01 03:50:00,AU,SMB,Desktop,Wallet,27.3,1,,0,0,752,0.52
pay_000474531,m_03716,c_0137880,2026-01-01 03:50:00,AU,Mid-market,Desktop,Wallet,23.9,1,,0,0,502,0.45
pay_000590061,m_04923,c_0037653,2026-01-01 03:51:00,DE,SMB,Mobile,Card,7.19,1,,0,0,726,0.14
pay_000769287,m_00262,c_0098013,2026-01-01 03:51:00,US,SMB,Desktop,Card,99.76,1,,0,0,585,1.9
pay_000942395,m_03361,c_0024378,2026-01-01 03:52:00,US,Enterprise,Mobile,Card,77.2,1,,0,0,625,1.47
pay_000835337,m_04415,c_0136885,2026-01-01 03:53:00,US,Mid-market,Mobile,Wallet,43.8,1,,0,0,686,0.83
pay_000651319,m_02515,c_0016967,2026-01-01 03:53:00,AU,Mid-market,Mobile,Card,120.24,1,,0,0,876,2.28
pay_000849880,m_04912,c_0061297,2026-01-01 03:53:00,US,Mid-market,Desktop,Card,103.19,1,,0,0,965,1.96
pay_000424566,m_01228,c_0039069,2026-01-01 03:54:00,US,Mid-market,Mobile,Card,19.64,1,,0,0,633,0.37
pay_000509428,m_02158,c_0054733,2026-01-01 03:54:00,DE,SMB,Mobile,Card,170.72,1,,0,0,956,3.24
pay_000977216,m_04316,c_0028482,2026-01-01 03:56:00,US,Mid-market,Mobile,Card,101.66,1,,0,0,1031,1.93
pay_000565548,m_03569,c_0140979,2026-01-01 03:56:00,CA,SMB,Mobile,Bank debit,89.62,1,,0,0,811,1.7
pay_000457220,m_02164,c_0046971,2026-01-01 03:57:00,US,Enterprise,Mobile,Card,97.91,0,suspected_fraud,0,0,272,0.0
pay_000080892,m_01493,c_0091169,2026-01-01 03:57:00,US,SMB,Mobile,Bank debit,6.8,1,,0,0,1072,0.13
pay_000485742,m_03702,c_0039495,2026-01-01 03:57:00,DE,Mid-market,Desktop,Card,149.36,1,,0,0,910,2.84
pay_000674043,m_00193,c_0068176,2026-01-01 03:58:00,AU,SMB,Mobile,Card,66.2,1,,0,0,1021,1.26
pay_000988095,m_04127,c_0179288,2026-01-01 03:58:00,US,Mid-market,Mobile,BNPL,119.42,1,,0,0,934,2.27
pay_000762997,m_01749,c_0072760,2026-01-01 03:58:00,CA,SMB,Desktop,Card,101.94,1,,0,0,610,1.94
pay_000504032,m_03589,c_0125899,2026-01-01 03:58:00,CA,SMB,Mobile,Card,57.49,1,,1,0,545,1.09
pay_000120674,m_03377,c_0160922,2026-01-01 03:58:00,DE,Enterprise,Desktop,Wallet,140.42,1,,0,0,583,2.67
pay_000556631,m_04630,c_0166917,2026-01-01 03:59:00,US,Enterprise,Desktop,Card,359.88,1,,0,0,710,6.84
pay_000887103,m_04797,c_0017784,2026-01-01 03:59:00,CA,SMB,Desktop,Wallet,16.33,1,,0,0,241,0.31
pay_000629698,m_04039,c_0147611,2026-01-01 03:59:00,GB,Mid-market,Mobile,Card,79.22,1,,0,0,674,1.51
pay_000418126,m_02978,c_0153240,2026-01-01 03:59:00,GB,SMB,Mobile,Bank debit,123.68,1,,0,0,1022,2.35
pay_000038656,m_00053,c_0133078,2026-01-01 03:59:00,CA,Enterprise,Mobile,Wallet,179.39,1,,0,0,501,3.41
pay_000557984,m_04272,c_0095085,2026-01-01 04:01:00,US,SMB,Desktop,Card,7.7,1,,0,0,815,0.15
pay_000030438,m_02185,c_0069661,2026-01-01 04:01:00,GB,SMB,Mobile,Card,45.56,1,,0,0,733,0.87
pay_000027984,m_02274,c_0102502,2026-01-01 04:01:00,AU,SMB,Desktop,Bank debit,33.89,1,,0,0,1063,0.64
pay_000211835,m_00686,c_0086662,2026-01-01 04:02:00,GB,SMB,Mobile,BNPL,53.4,1,,0,0,547,1.01
pay_000889007,m_04336,c_0104738,2026-01-01 04:02:00,CA,Mid-market,Desktop,Card,54.12,1,,0,0,775,1.03
pay_000333450,m_00047,c_0032485,2026-01-01 04:02:00,DE,Enterprise,Mobile,Card,179.79,1,,0,0,821,3.42
pay_000132218,m_04263,c_0103236,2026-01-01 04:02:00,AU,Enterprise,Mobile,Bank debit,310.92,1,,0,0,1201,5.91
pay_000339167,m_01886,c_0148775,2026-01-01 04:02:00,US,SMB,Mobile,Card,40.49,1,,0,0,543,0.77
pay_000844323,m_04532,c_0078128,2026-01-01 04:02:00,US,Mid-market,Mobile,Card,172.43,1,,0,0,697,3.28
pay_000539087,m_02867,c_0177829,2026-01-01 04:03:00,US,Mid-market,Desktop,Wallet,41.08,1,,0,0,506,0.78
pay_000629428,m_04961,c_0126647,2026-01-01 04:03:00,US,SMB,Mobile,Card,64.98,1,,0,0,543,1.23
pay_000253328,m_04758,c_0060493,2026-01-01 04:03:00,US,SMB,Desktop,Card,33.32,1,,0,0,991,0.63
pay_000937343,m_04963,c_0050745,2026-01-01 04:04:00,CA,SMB,Mobile,Card,6.5,1,,0,0,853,0.12
pay_000798242,m_02149,c_0116035,2026-01-01 04:04:00,US,Enterprise,Desktop,Wallet,36.5,1,,0,0,458,0.69
pay_000846767,m_00666,c_0051508,2026-01-01 04:04:00,AU,SMB,Desktop,Wallet,18.34,1,,0,0,732,0.35
pay_000365714,m_00520,c_0060034,2026-01-01 04:04:00,CA,Mid-market,Mobile,Bank debit,39.22,1,,0,0,1061,0.75
pay_000488062,m_01224,c_0101494,2026-01-01 04:05:00,US,Enterprise,Desktop,Bank debit,30.25,1,,0,0,853,0.57
pay_000855183,m_01393,c_0009425,2026-01-01 04:06:00,US,SMB,Mobile,Bank debit,43.8,1,,0,0,1057,0.83
pay_000041206,m_03814,c_0087426,2026-01-01 04:06:00,US,SMB,Mobile,Card,152.82,1,,0,0,646,2.9
pay_000289209,m_00764,c_0178465,2026-01-01 04:07:00,GB,SMB,Mobile,Card,33.65,1,,0,0,926,0.64
pay_000248092,m_02718,c_0116676,2026-01-01 04:07:00,US,SMB,Desktop,Card,16.33,1,,0,1,907,0.31
pay_000097804,m_00173,c_0148994,2026-01-01 04:08:00,AU,Enterprise,Desktop,Card,53.17,1,,0,0,597,1.01
pay_000300411,m_03426,c_0075790,2026-01-01 04:08:00,DE,Enterprise,Desktop,Wallet,98.93,1,,0,0,716,1.88
pay_000256766,m_02617,c_0152124,2026-01-01 04:08:00,GB,Mid-market,Mobile,Card,53.04,1,,0,0,880,1.01
pay_000021997,m_02837,c_0098480,2026-01-01 04:08:00,US,Mid-market,Mobile,Card,38.58,1,,0,0,800,0.73
pay_000470455,m_01186,c_0174692,2026-01-01 04:09:00,DE,Mid-market,Mobile,Card,201.1,1,,0,0,462,3.82
pay_000684670,m_00288,c_0084525,2026-01-01 04:09:00,CA,SMB,Desktop,Bank debit,90.56,1,,0,0,961,1.72
pay_000822581,m_02501,c_0016344,2026-01-01 04:10:00,GB,SMB,Mobile,Card,11.21,1,,0,0,881,0.21
pay_000550659,m_03135,c_0106211,2026-01-01 04:11:00,US,SMB,Mobile,Card,8.97,1,,0,0,1020,0.17
pay_000447478,m_03517,c_0064286,2026-01-01 04:11:00,GB,SMB,Mobile,Wallet,20.82,1,,0,0,580,0.4
pay_000509076,m_04873,c_0020713,2026-01-01 04:12:00,GB,Mid-market,Mobile,Wallet,85.66,1,,0,0,676,1.63
pay_000735060,m_03089,c_0030860,2026-01-01 04:12:00,US,Mid-market,Mobile,Card,34.45,1,,0,0,861,0.65
pay_000019063,m_03227,c_0138238,2026-01-01 04:13:00,GB,Mid-market,Desktop,Card,22.78,1,,0,0,928,0.43
pay_000933938,m_00945,c_0167822,2026-01-01 04:13:00,CA,Mid-market,Desktop,Wallet,19.73,1,,0,0,856,0.37
pay_000399061,m_01393,c_0080743,2026-01-01 04:14:00,US,SMB,Mobile,Wallet,3.09,0,expired_card,0,0,309,0.0
pay_000910137,m_04560,c_0083983,2026-01-01 04:15:00,AU,Enterprise,Desktop,Wallet,456.35,1,,0,0,674,8.67
pay_000764931,m_00035,c_0032654,2026-01-01 04:16:00,GB,SMB,Mobile,Card,11.32,1,,0,0,323,0.22
pay_000592156,m_01500,c_0023501,2026-01-01 04:16:00,AU,SMB,Mobile,Bank debit,23.5,1,,0,0,1275,0.45
pay_000990778,m_01743,c_0076113,2026-01-01 04:16:00,GB,Mid-market,Mobile,Card,26.95,1,,0,0,781,0.51
pay_000435579,m_02130,c_0168825,2026-01-01 04:17:00,DE,SMB,Mobile,Card,55.01,0,expired_card,0,0,940,0.0
pay_000042067,m_02145,c_0035514,2026-01-01 04:18:00,GB,SMB,Desktop,Card,49.47,1,,0,0,830,0.94
pay_000580998,m_03815,c_0105225,2026-01-01 04:19:00,DE,Enterprise,Mobile,Card,83.39,1,,0,0,373,1.58
pay_000999269,m_01422,c_0075775,2026-01-01 04:19:00,DE,SMB,Desktop,Card,118.85,1,,0,0,768,2.26
pay_000672555,m_04049,c_0023484,2026-01-01 04:19:00,DE,Mid-market,Mobile,Card,256.91,1,,0,0,741,4.88
pay_000871228,m_01735,c_0090239,2026-01-01 04:20:00,CA,Mid-market,Desktop,Card,22.98,1,,0,0,957,0.44
pay_000530084,m_02529,c_0124673,2026-01-01 04:20:00,US,SMB,Mobile,Card,59.55,1,,0,0,891,1.13
pay_000448449,m_03438,c_0039249,2026-01-01 04:21:00,CA,SMB,Desktop,BNPL,38.16,1,,0,0,568,0.73
